Chunk_ID,Size_Bytes,DeviceTime_uS,HashTime_uS,VerifyTime_uS,CID_Valid,Published
3060,25,442,55853.70,56148.10,True,True
3061,25,441,57228.70,58199.10,True,True
3062,25,450,57101.70,56719.70,True,True
3063,25,446,56730.70,56387.90,True,True
3064,25,444,57800.40,57267.00,True,True
3065,25,446,58079.90,55437.20,True,True
3066,25,444,58001.10,55421.20,True,True
3067,25,447,58769.40,57060.30,True,True
3068,25,454,57116.40,57576.30,True,True
3069,25,455,55834.50,57594.80,True,True
3070,25,444,55344.30,55561.50,True,True
3071,25,445,59366.50,55694.30,True,True
3072,25,445,57071.80,58326.20,True,True
3073,25,446,58927.00,57134.00,True,True
3074,25,445,57716.80,57041.40,True,True
3075,25,447,58019.80,56290.40,True,True
3076,25,443,59087.20,56312.60,True,True
3077,25,445,56588.60,56725.80,True,True
3078,25,445,57724.00,56522.80,True,True
3079,25,455,57961.40,55892.40,True,True
3080,25,445,57363.40,54894.10,True,True
3081,25,445,55581.00,56909.50,True,True
3082,25,446,57336.60,56264.10,True,True
3083,25,455,57064.50,59992.60,True,True
3084,25,444,58409.10,56661.30,True,True
3085,25,447,58625.90,58264.70,True,True
3086,25,445,59420.20,53955.70,True,True
3087,25,446,57082.80,57038.90,True,True
3088,25,445,57083.90,55919.80,True,True
3089,25,442,58106.70,57155.20,True,True
3090,25,441,53078.40,57741.00,True,True
3091,25,442,53728.70,54333.80,True,True
3092,25,442,54513.40,56181.70,True,True
3093,25,442,57106.00,56428.00,True,True
3094,25,441,58111.40,56162.30,True,True
3095,25,442,55161.00,57543.60,True,True
3096,25,441,54008.40,57362.00,True,True
3097,25,451,56900.90,57564.60,True,True
3098,25,447,59862.30,56594.30,True,True
3099,25,447,56887.90,53329.60,True,True
3100,25,445,56505.50,56041.30,True,True
3101,25,444,55464.70,55983.70,True,True
3102,25,443,54734.10,55136.00,True,True
3103,25,445,57331.40,59783.90,True,True
3104,25,445,57691.30,55337.00,True,True
3105,25,446,54716.90,54590.80,True,True
3106,25,456,59735.50,55762.30,True,True
3107,25,446,57275.60,57812.70,True,True
3108,25,446,54758.60,58518.00,True,True
3109,25,447,54850.30,57795.50,True,True
3110,25,445,58276.20,55147.20,True,True
3111,25,451,57105.70,57742.60,True,True
3112,25,445,57569.10,57242.20,True,True
3113,25,523,58556.80,57187.70,True,True
3114,25,445,55292.40,55233.30,True,True
3115,25,460,57627.70,59886.40,True,True
3116,25,445,61631.70,59712.40,True,True
3117,25,447,55930.30,57582.70,True,True
3118,25,445,58379.00,56982.90,True,True
3119,25,447,57385.60,56647.60,True,True
3120,25,445,59230.90,55399.10,True,True
3121,25,446,60544.40,55765.90,True,True
3122,25,446,59863.50,54471.60,True,True
3123,25,446,57954.50,55955.90,True,True
3124,25,445,58024.70,56171.80,True,True
3125,25,462,56239.10,55638.40,True,True
3126,25,456,56322.70,59294.60,True,True
3127,25,447,54786.50,55519.60,True,True
3128,25,445,57371.50,55092.10,True,True
3129,25,446,55817.20,59152.20,True,True
3130,25,447,56611.20,53523.10,True,True
3131,25,483,55314.40,56509.90,True,True
3132,25,445,58354.10,56306.70,True,True
3133,25,442,60057.60,57595.30,True,True
3134,25,451,57627.40,57523.50,True,True
3135,25,443,59047.90,58128.90,True,True
3136,25,441,59520.90,54576.70,True,True
3137,25,443,55670.30,55453.60,True,True
3138,25,442,56858.30,58248.10,True,True
3139,25,443,56841.20,59245.80,True,True
3140,25,441,55241.60,55998.00,True,True
3141,25,445,54107.40,55920.60,True,True
3142,25,440,57189.20,58095.50,True,True
3143,25,451,54766.90,56681.80,True,True
3144,25,440,59989.90,56017.50,True,True
3145,25,442,56554.50,56074.80,True,True
3146,25,441,57072.70,57402.80,True,True
3147,25,442,57391.00,58135.20,True,True
3148,25,440,57958.40,58524.50,True,True
3149,25,442,55391.50,55077.50,True,True
3150,25,442,56467.20,58035.90,True,True
3151,25,488,57721.20,57632.70,True,True
3152,25,475,56408.70,54426.30,True,True
3153,25,446,55592.40,58660.00,True,True
3154,25,444,55396.70,56039.90,True,True
3155,25,449,56755.10,54602.90,True,True
3156,25,445,57307.80,54611.00,True,True
3157,25,446,57199.00,57126.00,True,True
3158,25,445,57774.10,57045.00,True,True
3159,25,456,55741.70,59517.50,True,True
3160,25,444,56360.80,56794.70,True,True
3161,25,445,58344.60,58640.20,True,True
3162,25,456,56477.50,55858.60,True,True
3163,25,446,56678.80,53528.60,True,True
3164,25,448,58634.30,54229.00,True,True
3165,25,446,54015.40,55373.50,True,True
3166,25,445,54290.50,56115.40,True,True
3167,25,446,54105.40,54713.60,True,True
3168,25,445,56056.70,58686.50,True,True
3169,25,449,56217.00,56550.00,True,True
3170,25,446,57362.10,58320.70,True,True
3171,25,446,55153.30,55315.60,True,True
3172,25,445,58357.40,55410.40,True,True
3173,25,456,54235.20,56076.20,True,True
3174,25,445,55554.40,57438.60,True,True
3175,25,447,55891.20,57259.30,True,True
3176,25,445,57061.40,55991.70,True,True
3177,25,445,55502.40,57878.10,True,True
3178,25,447,55171.20,57015.80,True,True
3179,25,444,55277.20,54303.60,True,True
3180,25,446,54735.20,56574.00,True,True
3181,25,449,58116.70,56509.40,True,True
3182,25,445,57020.30,55089.90,True,True
3183,25,446,59452.60,59089.40,True,True
3184,25,444,57947.30,56631.20,True,True
3185,25,445,57620.10,56253.40,True,True
3186,25,441,55227.40,57305.50,True,True
3187,25,442,56540.30,54741.30,True,True
3188,25,442,55977.70,52888.60,True,True
3189,25,442,57980.70,54097.90,True,True
3190,25,444,56117.70,55549.80,True,True
3191,25,441,54049.40,54469.80,True,True
3192,25,443,57007.50,56822.90,True,True
3193,25,459,54744.50,57961.40,True,True
3194,25,441,57659.60,56173.30,True,True
3195,25,448,58844.20,56299.70,True,True
3196,25,444,55291.80,55040.50,True,True
3197,25,448,57537.70,55464.30,True,True
3198,25,444,57741.30,55078.10,True,True
3199,25,445,55808.70,55395.60,True,True
3200,25,445,56890.30,54753.00,True,True
3201,25,453,56143.90,55181.60,True,True
3202,25,446,56900.90,56917.00,True,True
3203,25,446,57151.60,54975.70,True,True
3204,25,445,57684.50,58951.80,True,True
3205,25,444,57100.50,55750.90,True,True
3206,25,446,55705.50,56756.90,True,True
3207,25,445,56110.00,56244.30,True,True
3208,25,446,54968.30,57044.30,True,True
3209,25,445,56089.00,55580.40,True,True
3210,25,446,54962.50,56936.50,True,True
3211,25,445,55342.20,58227.80,True,True
3212,25,447,57237.10,53966.10,True,True
3213,25,444,58080.70,57161.60,True,True
3214,25,447,57118.30,57083.30,True,True
3215,25,445,55965.50,55743.00,True,True
3216,25,443,57716.90,56685.80,True,True
3217,25,445,55595.10,54317.00,True,True
3218,25,455,55876.60,55179.40,True,True
3219,25,447,55345.00,56350.50,True,True
3220,25,447,56025.30,55672.40,True,True
3221,25,444,56238.50,56615.20,True,True
3222,25,467,54146.00,55665.20,True,True
3223,25,445,57334.70,55072.20,True,True
3224,25,446,55389.60,57884.30,True,True
3225,25,519,56249.10,56551.20,True,True
3226,25,451,54629.00,54641.90,True,True
3227,25,453,55269.30,55333.50,True,True
3228,25,445,55803.40,57478.90,True,True
3229,25,442,57088.00,54418.30,True,True
3230,25,445,55405.90,57055.00,True,True
3231,25,445,56166.50,56762.90,True,True
3232,25,446,55754.30,57452.60,True,True
3233,25,445,57571.80,56017.50,True,True
3234,25,447,55969.50,56705.00,True,True
3235,25,446,56181.20,57663.20,True,True
3236,25,447,54437.20,54619.10,True,True
3237,25,445,55526.40,58619.70,True,True
3238,25,445,55516.20,56198.00,True,True
3239,25,447,56305.50,56720.20,True,True
3240,25,448,55607.60,57153.90,True,True
3241,25,445,56910.00,56293.30,True,True
3242,25,447,56721.20,54976.70,True,True
3243,25,462,57041.10,59180.50,True,True
3244,25,447,56648.80,59968.90,True,True
3245,25,445,57739.10,55443.90,True,True
3246,25,447,57167.70,57681.00,True,True
3247,25,447,57083.90,57280.80,True,True
3248,25,446,58765.70,55674.00,True,True
3249,25,446,56353.60,54443.70,True,True
3250,25,447,57289.90,57796.70,True,True
3251,25,445,57128.50,56208.00,True,True
3252,25,447,58556.80,56702.50,True,True
3253,25,444,58984.30,58464.50,True,True
3254,25,446,58025.40,54891.60,True,True
3255,25,481,57759.30,54512.80,True,True
3256,25,446,56379.80,55955.90,True,True
3257,25,445,58063.50,56097.90,True,True
3258,25,447,56339.80,55690.40,True,True
3259,25,444,56315.20,53427.40,True,True
3260,25,445,53637.40,59944.60,True,True
3261,25,442,55059.90,56624.90,True,True
3262,25,446,55225.90,60346.10,True,True
3263,25,493,55983.60,57546.60,True,True
3264,25,464,60029.00,55617.50,True,True
3265,25,445,55573.00,56655.50,True,True
3266,25,444,55324.40,56385.80,True,True
3267,25,445,57062.70,55987.40,True,True
3268,25,446,58087.20,55701.00,True,True
3269,25,444,56390.20,57059.50,True,True
3270,25,441,54731.50,56382.00,True,True
3271,25,443,55224.90,57582.10,True,True
3272,25,441,57345.80,55642.00,True,True
3273,25,440,56850.70,54240.60,True,True
3274,25,450,55921.60,55680.80,True,True
3275,25,441,54889.90,55660.50,True,True
3276,25,441,55810.70,57729.00,True,True
3277,25,440,55653.70,56157.60,True,True
3278,25,447,57914.50,56664.70,True,True
3279,25,446,56835.30,54551.40,True,True
3280,25,447,56817.80,54888.00,True,True
3281,25,446,57051.50,56974.10,True,True
3282,25,447,53656.60,54958.00,True,True
3283,25,446,55374.50,54725.00,True,True
3284,25,446,55272.90,55382.50,True,True
3285,25,454,54106.80,55570.80,True,True
3286,25,446,56661.10,54375.50,True,True
3287,25,447,56053.90,54117.00,True,True
3288,25,446,56704.20,54622.40,True,True
3289,25,445,53420.50,59233.10,True,True
3290,25,448,55832.50,56032.80,True,True
3291,25,446,57535.30,55299.90,True,True
3292,25,463,57508.00,56267.30,True,True
3293,25,445,58103.70,56331.70,True,True
3294,25,456,55745.80,56664.10,True,True
3295,25,446,53710.30,55367.90,True,True
3296,25,447,55116.80,55686.50,True,True
3297,25,444,53718.80,55227.20,True,True
3298,25,448,56868.70,57842.00,True,True
3299,25,446,56641.00,56912.10,True,True
3300,25,447,57505.20,55470.30,True,True
3301,25,449,56968.50,55758.60,True,True
3302,25,457,56616.50,55331.20,True,True
3303,25,446,57951.10,57082.70,True,True
3304,25,447,55628.70,52676.40,True,True
3305,25,444,54338.90,56756.20,True,True
3306,25,450,58178.00,64774.40,True,True
3307,25,449,53623.70,55514.10,True,True
3308,25,447,55783.70,55781.40,True,True
3309,25,446,54274.30,52874.30,True,True
3310,25,447,53259.40,56287.80,True,True
3311,25,450,58335.20,58945.90,True,True
3312,25,456,56285.10,59577.60,True,True
3313,25,446,58576.90,55252.60,True,True
3314,25,447,55291.30,55108.50,True,True
3315,25,446,56385.50,54419.50,True,True
3316,25,446,57069.30,56558.70,True,True
3317,25,449,54858.40,55326.50,True,True
3318,25,448,55030.00,55688.30,True,True
3319,25,445,55601.10,54438.00,True,True
3320,25,448,58036.80,56358.40,True,True
3321,25,450,56974.40,54678.80,True,True
3322,25,447,58047.60,56482.60,True,True
3323,25,445,56310.70,56348.50,True,True
3324,25,445,58694.10,54920.20,True,True
3325,25,448,54417.80,56855.20,True,True
3326,25,450,55545.40,54432.60,True,True
3327,25,446,58116.40,56365.00,True,True
3328,25,458,57732.50,54112.60,True,True
3329,25,446,57448.80,55344.00,True,True
3330,25,456,57358.90,54263.30,True,True
3331,25,445,56286.80,55989.60,True,True
3332,25,448,54887.80,56393.50,True,True
3333,25,447,60028.70,57098.90,True,True
3334,25,447,54878.80,57488.40,True,True
3335,25,445,60413.80,55702.30,True,True
3336,25,446,57666.90,57790.50,True,True
3337,25,446,55017.20,56891.50,True,True
3338,25,447,57762.60,56181.80,True,True
3339,25,455,54569.00,53095.60,True,True
3340,25,446,58496.30,57997.00,True,True
3341,25,447,54148.60,55408.00,True,True
3342,25,447,57239.50,53581.50,True,True
3343,25,446,58971.30,54899.00,True,True
3344,25,446,57101.90,55273.60,True,True
3345,25,446,57178.50,55959.20,True,True
3346,25,446,56633.50,55236.50,True,True
3347,25,482,54684.90,54615.60,True,True
3348,25,446,55900.80,54937.10,True,True
3349,25,445,56244.60,54079.70,True,True
3350,25,448,56566.60,57271.60,True,True
3351,25,445,56411.50,60519.40,True,True
3352,25,447,55862.50,57569.70,True,True
3353,25,445,59189.90,56492.30,True,True
3354,25,446,55803.70,56161.90,True,True
3355,25,445,59484.70,55350.80,True,True
3356,25,447,56991.80,55546.70,True,True
3357,25,449,58630.80,56406.20,True,True
3358,25,459,54791.00,59259.50,True,True
3359,25,445,61367.50,56638.00,True,True
3360,25,447,58783.10,61733.90,True,True
3361,25,445,57954.10,57005.70,True,True
3362,25,474,55507.40,57119.00,True,True
3363,25,447,58852.10,57579.10,True,True
3364,25,488,56970.20,62287.30,True,True
3365,25,445,61328.90,59870.50,True,True
3366,25,445,59286.00,55900.40,True,True
3367,25,444,57195.90,55447.70,True,True
3368,25,448,56547.20,58265.00,True,True
3369,25,446,59221.70,56395.50,True,True
3370,25,446,58933.10,56027.60,True,True
3371,25,445,53994.80,56365.10,True,True
3372,25,446,56301.10,60506.80,True,True
3373,25,446,55654.90,55529.00,True,True
3374,25,450,54406.40,59368.50,True,True
3375,25,445,58346.50,57807.10,True,True
3376,25,509,58017.90,62251.30,True,True
3377,25,454,59539.10,57620.40,True,True
3378,25,448,55859.10,59649.20,True,True
3379,25,444,59782.00,57433.60,True,True
3380,25,446,58538.60,58081.90,True,True
3381,25,462,59808.20,57854.90,True,True
3382,25,455,56885.70,55148.40,True,True
3383,25,444,58417.50,59142.00,True,True
3384,25,445,54753.80,58004.20,True,True
3385,25,482,58551.60,55619.40,True,True
3386,25,446,59450.40,60583.00,True,True
3387,25,444,56714.30,58273.80,True,True
3388,25,446,59114.70,56300.40,True,True
3389,25,444,60806.10,56888.00,True,True
3390,25,445,57123.00,59827.20,True,True
3391,25,448,58487.80,56576.70,True,True
3392,25,453,58586.40,56125.30,True,True
3393,25,445,59505.50,59911.50,True,True
3394,25,446,58885.20,58924.70,True,True
3395,25,454,58334.70,58705.50,True,True
3396,25,449,58061.10,56227.60,True,True
3397,25,446,57283.70,57958.40,True,True
3398,25,447,56597.60,59157.50,True,True
3399,25,446,56530.80,58629.70,True,True
3400,25,447,56766.70,58112.10,True,True
3401,25,450,57492.10,58252.20,True,True
3402,25,444,59221.10,54496.20,True,True
3403,25,439,60278.50,56140.80,True,True
3404,25,441,57786.50,57693.40,True,True
3405,25,439,58029.20,57699.40,True,True
3406,25,441,60633.60,58119.50,True,True
3407,25,440,64171.60,56665.20,True,True
3408,25,442,57074.30,58550.40,True,True
3409,25,438,59268.80,61657.50,True,True
3410,25,447,58397.90,59901.60,True,True
3411,25,446,58385.40,62494.30,True,True
3412,25,454,59807.70,58899.40,True,True
3413,25,446,59639.60,59351.70,True,True
3414,25,450,58399.60,55311.90,True,True
3415,25,453,57137.30,57806.10,True,True
3416,25,447,56034.10,57106.80,True,True
3417,25,445,61690.70,55471.50,True,True
3418,25,446,58650.30,56031.70,True,True
3419,25,445,57796.50,58082.00,True,True
3420,25,445,55999.20,55948.10,True,True
3421,25,448,57713.70,59851.60,True,True
3422,25,451,57068.20,57319.50,True,True
3423,25,455,56065.80,56910.00,True,True
3424,25,446,57298.30,59394.30,True,True
3425,25,443,55396.80,59576.80,True,True
3426,25,449,58514.30,58281.50,True,True
3427,25,445,60281.80,56878.20,True,True
3428,25,447,57961.20,56806.90,True,True
3429,25,445,57281.20,56734.30,True,True
3430,25,447,56178.60,61699.70,True,True
3431,25,445,56379.60,55138.80,True,True
3432,25,456,60112.00,56573.50,True,True
3433,25,445,58531.70,60509.90,True,True
3434,25,446,58579.20,59175.10,True,True
3435,25,447,60958.50,60619.70,True,True
3436,25,445,55706.60,55753.30,True,True
3437,25,454,59834.50,58007.80,True,True
3438,25,445,60051.40,56000.90,True,True
3439,25,447,55070.10,56744.00,True,True
3440,25,445,57594.80,56445.40,True,True
3441,25,444,59193.10,55233.90,True,True
3442,25,446,59065.20,59050.80,True,True
3443,25,444,59003.40,59205.50,True,True
3444,25,446,57130.60,56933.40,True,True
3445,25,444,54989.70,54944.30,True,True
3446,25,444,56728.90,55382.70,True,True
3447,25,444,57319.30,56315.10,True,True
3448,25,445,58282.10,59737.30,True,True
3449,25,464,57325.70,60104.10,True,True
3450,25,444,54808.80,58825.20,True,True
3451,25,444,56916.10,57289.00,True,True
3452,25,455,55512.50,56589.10,True,True
3453,25,444,58721.80,56717.80,True,True
3454,25,446,56715.70,56613.20,True,True
3455,25,477,57231.00,57424.10,True,True
3456,25,446,56354.60,56822.70,True,True
3457,25,444,57365.00,56894.80,True,True
3458,25,446,60698.60,56333.30,True,True
3459,25,445,56753.70,57325.70,True,True
3460,25,446,60498.50,57480.50,True,True
3461,25,445,61235.70,57618.00,True,True
3462,25,450,59993.80,55729.50,True,True
3463,25,444,57300.70,57534.80,True,True
3464,25,446,57257.20,57425.70,True,True
3465,25,443,60987.20,59577.70,True,True
3466,25,446,55284.40,55577.30,True,True
3467,25,510,58191.00,57068.80,True,True
3468,25,445,57504.90,55696.30,True,True
3469,25,446,57498.80,58047.60,True,True
3470,25,444,63461.40,55657.90,True,True
3471,25,446,55479.80,59563.90,True,True
3472,25,455,59543.90,60167.40,True,True
3473,25,444,59018.60,57692.20,True,True
3474,25,445,56964.40,55526.20,True,True
3475,25,446,59867.40,59756.40,True,True
3476,25,445,59273.30,56242.40,True,True
3477,25,443,57248.80,57657.60,True,True
3478,25,446,59166.00,57090.40,True,True
3479,25,446,58693.00,57299.40,True,True
3480,25,444,58108.50,58409.60,True,True
3481,25,443,56811.40,55701.80,True,True
3482,25,448,60302.40,57148.30,True,True
3483,25,443,57673.00,56636.20,True,True
3484,25,445,58092.10,55468.30,True,True
3485,25,442,56556.50,54744.70,True,True
3486,25,444,60222.00,56805.20,True,True
3487,25,444,57478.50,57375.30,True,True
3488,25,454,56305.60,57923.10,True,True
3489,25,444,57619.30,57135.40,True,True
3490,25,446,57337.00,56991.80,True,True
3491,25,444,58034.40,60283.60,True,True
3492,25,445,57313.00,57446.50,True,True
3493,25,443,58307.80,54604.10,True,True
3494,25,446,58567.30,57648.50,True,True
3495,25,445,60175.20,56607.30,True,True
3496,25,446,56388.80,55810.10,True,True
3497,25,445,56144.50,58354.30,True,True
3498,25,445,60478.60,55780.40,True,True
3499,25,460,57857.90,57254.50,True,True
3500,25,455,57005.90,57420.50,True,True
3501,25,445,59626.00,57820.70,True,True
3502,25,446,58035.80,57418.40,True,True
3503,25,444,56867.30,55005.10,True,True
3504,25,448,58210.90,60452.00,True,True
3505,25,455,57810.50,57491.40,True,True
3506,25,446,56257.20,55883.40,True,True
3507,25,444,58350.20,58787.90,True,True
3508,25,445,57134.00,55052.40,True,True
3509,25,445,55516.80,57034.20,True,True
3510,25,445,55927.90,60537.80,True,True
3511,25,447,57817.60,61145.90,True,True
3512,25,450,59075.70,57398.50,True,True
3513,25,445,56874.40,56679.80,True,True
3514,25,449,57518.10,56590.30,True,True
3515,25,445,60031.30,59595.40,True,True
3516,25,456,57386.90,56516.90,True,True
3517,25,446,56873.30,56590.90,True,True
3518,25,446,57866.30,57266.70,True,True
3519,25,447,58473.80,57860.90,True,True
3520,25,482,55824.20,58232.60,True,True
3521,25,445,58699.60,56835.10,True,True
3522,25,447,59324.90,56439.40,True,True
3523,25,445,54136.40,59588.80,True,True
3524,25,440,56436.30,56750.80,True,True
3525,25,443,58921.10,54667.20,True,True
3526,25,454,60204.00,57756.10,True,True
3527,25,446,57313.60,59757.40,True,True
3528,25,446,56238.10,57178.60,True,True
3529,25,443,56639.80,58084.50,True,True
3530,25,444,58505.90,57783.20,True,True
3531,25,445,58044.10,57284.90,True,True
3532,25,445,57763.60,56062.30,True,True
3533,25,497,61487.20,56236.80,True,True
3534,25,455,57627.50,56287.80,True,True
3535,25,446,62631.80,56137.60,True,True
3536,25,446,58188.10,58189.30,True,True
3537,25,445,58307.40,57543.60,True,True
3538,25,449,60385.00,56893.70,True,True
3539,25,446,58272.20,56439.70,True,True
3540,25,447,58589.90,63435.80,True,True
3541,25,446,61816.60,58650.80,True,True
3542,25,447,60818.40,57880.70,True,True
3543,25,446,56756.10,57242.00,True,True
3544,25,447,58646.90,58353.40,True,True
3545,25,445,59525.80,54885.00,True,True
3546,25,445,58127.80,56672.70,True,True
3547,25,446,55684.30,55679.20,True,True
3548,25,445,59959.20,56772.90,True,True
3549,25,446,58906.60,56104.70,True,True
3550,25,455,57610.20,56588.30,True,True
3551,25,445,59341.20,57322.20,True,True
3552,25,446,58316.30,60149.30,True,True
3553,25,445,57272.00,59547.10,True,True
3554,25,446,60224.90,58964.00,True,True
3555,25,445,58184.30,57563.60,True,True
3556,25,446,59376.30,61664.70,True,True
3557,25,444,63964.10,56048.00,True,True
3558,25,446,58570.30,56690.20,True,True
3559,25,447,57476.50,57581.40,True,True
3560,25,449,58033.20,58035.20,True,True
3561,25,445,56889.90,58519.40,True,True
3562,25,447,56431.30,58836.90,True,True
3563,25,447,54342.30,56441.30,True,True
3564,25,448,56532.90,56880.70,True,True
3565,25,445,56932.10,56215.20,True,True
3566,25,446,57651.90,59664.80,True,True
3567,25,448,57874.40,54349.10,True,True
3568,25,446,54777.00,55642.60,True,True
3569,25,447,57738.00,56951.00,True,True
3570,25,483,57430.50,58587.70,True,True
3571,25,446,57232.40,56654.30,True,True
3572,25,455,56549.00,55165.70,True,True
3573,25,444,56491.10,54839.60,True,True
3574,25,445,56022.30,57693.90,True,True
3575,25,445,55383.50,54806.20,True,True
3576,25,445,56104.30,56184.80,True,True
3577,25,445,60598.20,56235.10,True,True
3578,25,444,58141.30,54620.50,True,True
3579,25,445,55908.00,56359.80,True,True
3580,25,446,56442.70,57437.50,True,True
3581,25,453,55692.60,54536.10,True,True
3582,25,445,58402.80,55839.70,True,True
3583,25,444,58004.50,58711.30,True,True
3584,25,446,56109.20,57739.20,True,True
3585,25,444,56891.50,56727.40,True,True
3586,25,446,59236.80,58505.70,True,True
3587,25,446,57180.90,56588.40,True,True
3588,25,497,58119.10,58117.20,True,True
3589,25,450,57914.60,56564.70,True,True
3590,25,454,55481.00,57239.50,True,True
3591,25,444,59075.90,55899.40,True,True
3592,25,445,56059.60,57793.20,True,True
3593,25,445,57117.40,55895.40,True,True
3594,25,447,58414.50,55982.50,True,True
3595,25,445,58750.40,55331.20,True,True
3596,25,456,55744.30,58806.10,True,True
3597,25,445,56319.70,57278.10,True,True
3598,25,448,58851.00,56660.60,True,True
3599,25,444,57519.80,55777.90,True,True
3600,25,445,57795.20,56090.10,True,True
3601,25,444,57311.90,57241.60,True,True
3602,25,446,59613.40,58613.20,True,True
3603,25,445,56857.10,57099.70,True,True
3604,25,444,88111.80,58804.70,True,True
3605,25,444,56692.00,57567.70,True,True
3606,25,448,72255.40,58452.00,True,True
3607,25,442,59377.30,56453.10,True,True
3608,25,445,57316.40,58150.60,True,True
3609,25,453,58544.30,60786.90,True,True
3610,25,445,58116.30,61130.40,True,True
3611,25,443,58396.40,58192.10,True,True
3612,25,451,55004.60,54721.40,True,True
3613,25,446,56689.50,57759.80,True,True
3614,25,446,57353.20,56935.20,True,True
3615,25,446,57291.60,56523.20,True,True
3616,25,518,56280.60,57181.90,True,True
3617,25,460,58093.20,63792.50,True,True
3618,25,457,59789.20,55997.30,True,True
3619,25,446,58280.30,54816.80,True,True
3620,25,446,56760.40,58993.20,True,True
3621,25,446,57081.70,57984.90,True,True
3622,25,446,57084.00,59049.10,True,True
3623,25,445,60011.70,54905.00,True,True
3624,25,447,57427.30,57053.90,True,True
3625,25,444,59781.50,60911.00,True,True
3626,25,502,57331.60,55892.90,True,True
3627,25,446,60100.60,60151.70,True,True
3628,25,452,57840.10,59277.70,True,True
3629,25,455,60438.60,58436.00,True,True
3630,25,447,56708.70,58358.20,True,True
3631,25,445,56884.80,58056.30,True,True
3632,25,451,58254.00,55674.40,True,True
3633,25,455,56781.90,60785.30,True,True
3634,25,469,57678.10,56722.60,True,True
3635,25,445,59706.50,62573.70,True,True
3636,25,445,57508.60,58703.70,True,True
3637,25,445,60609.50,58862.70,True,True
3638,25,445,57160.50,60632.90,True,True
3639,25,444,59016.70,56893.70,True,True
3640,25,446,55962.40,56069.20,True,True
3641,25,443,57435.00,56049.60,True,True
3642,25,448,59096.90,57831.40,True,True
3643,25,446,56521.60,55882.60,True,True
3644,25,451,57877.00,55137.40,True,True
3645,25,444,56851.60,57397.10,True,True
3646,25,465,56102.00,57299.90,True,True
3647,25,492,58353.90,55956.60,True,True
3648,25,459,58061.60,57234.90,True,True
3649,25,449,59546.80,58308.70,True,True
3650,25,446,58058.70,55949.80,True,True
3651,25,445,56997.30,58350.40,True,True
3652,25,445,57441.10,60537.20,True,True
3653,25,445,58217.00,61312.10,True,True
3654,25,505,58425.90,59781.80,True,True
3655,25,458,59059.80,60782.30,True,True
3656,25,447,56045.50,58939.40,True,True
3657,25,449,57286.40,57810.90,True,True
3658,25,452,54874.60,57314.20,True,True
3659,25,447,57661.80,56451.20,True,True
3660,25,447,59363.70,61190.60,True,True
3661,25,450,56456.60,58003.00,True,True
3662,25,448,59390.10,59845.50,True,True
3663,25,445,58167.70,59678.50,True,True
3664,25,450,71377.10,59875.00,True,True
3665,25,446,59279.50,56801.30,True,True
3666,25,446,56501.50,57609.70,True,True
3667,25,444,59597.40,57876.10,True,True
3668,25,445,56397.00,59512.30,True,True
3669,25,445,59604.80,56969.90,True,True
3670,25,450,57965.70,56611.50,True,True
3671,25,444,54117.00,58200.70,True,True
3672,25,447,55724.20,57975.70,True,True
3673,25,445,57049.30,56246.90,True,True
3674,25,446,55616.70,61565.90,True,True
3675,25,446,56949.00,59383.70,True,True
3676,25,445,58003.00,59005.00,True,True
3677,25,445,62535.70,60501.80,True,True
3678,25,446,57436.10,59866.50,True,True
3679,25,449,55531.30,58505.30,True,True
3680,25,447,54435.40,56177.90,True,True
3681,25,445,56820.40,59372.50,True,True
3682,25,512,57650.20,55387.60,True,True
3683,25,453,58527.80,60770.20,True,True
3684,25,446,56182.30,58060.50,True,True
3685,25,445,55556.00,59932.60,True,True
3686,25,446,58846.20,58716.70,True,True
3687,25,448,60672.80,57384.70,True,True
3688,25,447,59242.60,58940.60,True,True
3689,25,446,56210.50,57682.60,True,True
3690,25,447,59742.40,59259.00,True,True
3691,25,446,57048.60,57546.10,True,True
3692,25,447,56553.60,60564.60,True,True
3693,25,455,58325.90,57966.10,True,True
3694,25,450,60721.80,59771.60,True,True
3695,25,446,59840.90,56485.80,True,True
3696,25,447,57269.90,59695.70,True,True
3697,25,445,58819.90,56149.60,True,True
3698,25,446,60613.10,60468.10,True,True
3699,25,444,58625.50,60397.70,True,True
3700,25,447,60459.30,60687.10,True,True
3701,25,444,60168.10,57232.70,True,True
3702,25,457,56026.40,58962.90,True,True
3703,25,445,59544.30,64284.70,True,True
3704,25,446,54397.40,58849.50,True,True
3705,25,448,57275.40,57788.80,True,True
3706,25,448,56408.70,59816.40,True,True
3707,25,446,54913.80,57065.50,True,True
3708,25,447,54736.90,58983.70,True,True
3709,25,454,58912.10,61133.70,True,True
3710,25,446,58093.30,59505.60,True,True
3711,25,496,58010.90,57453.90,True,True
3712,25,456,58847.70,57082.10,True,True
3713,25,445,58212.80,58095.80,True,True
3714,25,445,57546.30,58379.40,True,True
3715,25,445,57438.30,57902.00,True,True
3716,25,446,61427.90,56576.40,True,True
3717,25,444,56245.30,59439.70,True,True
3718,25,445,57704.70,59495.10,True,True
3719,25,447,59468.30,57561.70,True,True
3720,25,445,57590.70,58428.10,True,True
3721,25,444,56513.00,56322.30,True,True
3722,25,446,57101.60,59104.20,True,True
3723,25,445,57518.10,57763.50,True,True
