Block_Index,Size_Bytes,HashTime_uS,VerifyTime_uS,PrevHash_OK,Valid
2057,4096,20,16,True,True
2058,4096,20,44,True,True
2059,4096,21,42,True,True
2060,4096,17,27,True,True
2061,4096,19,43,True,True
2062,4096,7,34,True,True
2063,4096,18,36,True,True
2064,4096,30,58,True,True
2065,4096,6,27,True,True
2066,4096,24,25,True,True
2067,4096,9,25,True,True
2068,4096,22,41,True,True
2069,4096,9,26,True,True
2070,4096,20,24,True,True
2071,4096,19,43,True,True
2072,4096,6,18,True,True
2073,4096,19,17,True,True
2074,4096,6,27,True,True
2075,4096,55,17,True,True
2076,4096,14,23,True,True
2077,4096,36,42,True,True
2078,4096,14,23,True,True
2079,4096,36,47,True,True
2080,4096,15,43,True,True
2081,4096,35,30,True,True
2082,4096,13,33,True,True
2083,4096,34,28,True,True
2084,4096,19,35,True,True
2085,4096,30,17,True,True
2086,4096,27,18,True,True
2087,4096,12,28,True,True
2088,4096,28,25,True,True
2089,4096,10,19,True,True
2090,4096,29,24,True,True
2091,4096,10,33,True,True
2092,4096,27,17,True,True
2093,4096,13,7,True,True
2094,4096,4,18,True,True
2095,4096,28,37,True,True
2096,4096,13,29,True,True
2097,4096,28,26,True,True
2098,4096,13,33,True,True
2099,4096,31,17,True,True
2100,4096,8,27,True,True
2101,4096,26,19,True,True
2102,4096,82,28,True,True
2103,4096,28,18,True,True
2104,4096,7,25,True,True
2105,4096,24,21,True,True
2106,4096,6,18,True,True
2107,4096,103,17,True,True
2108,4096,7,23,True,True
2109,4096,25,42,True,True
2110,4096,7,26,True,True
2111,4096,19,6,True,True
2112,4096,7,8,True,True
2113,4096,4,8,True,True
2114,4096,6,5,True,True
2115,4096,32,7,True,True
2116,4096,15,4,True,True
2117,4096,6,4,True,True
2118,4096,41,30,True,True
2119,4096,25,41,True,True
2120,4096,22,46,True,True
2121,4096,9,34,True,True
2122,4096,23,30,True,True
2123,4096,26,33,True,True
2124,4096,21,45,True,True
2125,4096,29,31,True,True
2126,4096,25,42,True,True
2127,4096,6,14,True,True
2128,4096,4,34,True,True
2129,4096,24,42,True,True
2130,4096,25,54,True,True
2131,4096,7,18,True,True
2132,4096,23,43,True,True
2133,4096,7,34,True,True
2134,4096,26,44,True,True
2135,4096,5,38,True,True
2136,4096,24,43,True,True
2137,4096,6,33,True,True
2138,4096,26,17,True,True
2139,4096,5,43,True,True
2140,4096,22,47,True,True
2141,4096,6,42,True,True
2142,4096,26,34,True,True
2143,4096,6,34,True,True
2144,4096,25,25,True,True
2145,4096,5,20,True,True
2146,4096,25,42,True,True
2147,4096,6,28,True,True
2148,4096,22,32,True,True
2149,4096,5,29,True,True
2150,4096,24,18,True,True
2151,4096,24,20,True,True
2152,4096,6,34,True,True
2153,4096,20,37,True,True
2154,4096,9,34,True,True
2155,4096,28,48,True,True
2156,4096,6,34,True,True
2157,4096,19,33,True,True
2158,4096,13,19,True,True
2159,4096,26,43,True,True
2160,4096,21,38,True,True
2161,4096,26,44,True,True
2162,4096,34,28,True,True
2163,4096,25,43,True,True
2164,4096,30,44,True,True
2165,4096,10,47,True,True
2166,4096,26,45,True,True
2167,4096,12,16,True,True
2168,4096,26,17,True,True
2169,4096,8,44,True,True
2170,4096,109,42,True,True
2171,4096,7,18,True,True
2172,4096,25,13,True,True
2173,4096,5,4,True,True
2174,4096,5,4,True,True
2175,4096,6,4,True,True
2176,4096,36,4,True,True
2177,4096,5,4,True,True
2178,4096,75,34,True,True
2179,4096,25,39,True,True
2180,4096,23,26,True,True
2181,4096,25,47,True,True
2182,4096,29,44,True,True
2183,4096,24,27,True,True
2184,4096,38,43,True,True
2185,4096,35,34,True,True
2186,4096,34,21,True,True
2187,4096,43,18,True,True
2188,4096,17,26,True,True
2189,4096,44,21,True,True
2190,4096,17,18,True,True
2191,4096,33,46,True,True
2192,4096,16,33,True,True
2193,4096,39,72,True,True
2194,4096,18,37,True,True
2195,4096,41,28,True,True
2196,4096,10,18,True,True
2197,4096,29,17,True,True
2198,4096,13,13,True,True
2199,4096,41,38,True,True
2200,4096,10,19,True,True
2201,4096,36,18,True,True
2202,4096,11,19,True,True
2203,4096,44,25,True,True
2204,4096,16,39,True,True
2205,4096,40,33,True,True
2206,4096,15,31,True,True
2207,4096,38,17,True,True
2208,4096,10,24,True,True
2209,4096,24,29,True,True
2210,4096,7,22,True,True
2211,4096,30,39,True,True
2212,4096,22,44,True,True
2213,4096,28,33,True,True
2214,4096,15,43,True,True
2215,4096,26,34,True,True
2216,4096,13,19,True,True
2217,4096,26,44,True,True
2218,4096,7,43,True,True
2219,4096,33,45,True,True
2220,4096,22,23,True,True
2221,4096,23,33,True,True
2222,4096,9,42,True,True
2223,4096,21,29,True,True
2224,4096,8,34,True,True
2225,4096,27,29,True,True
2226,4096,12,47,True,True
2227,4096,23,44,True,True
2228,4096,31,42,True,True
2229,4096,22,27,True,True
2230,4096,8,34,True,True
2231,4096,23,46,True,True
2232,4096,10,27,True,True
2233,4096,21,20,True,True
2234,4096,8,4,True,True
2235,4096,4,4,True,True
2236,4096,4,4,True,True
2237,4096,4,4,True,True
2238,4096,4,4,True,True
2239,4096,4,4,True,True
2240,4096,4,4,True,True
2241,4096,4,49,True,True
2242,4096,26,42,True,True
2243,4096,24,43,True,True
2244,4096,10,43,True,True
2245,4096,22,50,True,True
2246,4096,24,33,True,True
2247,4096,11,42,True,True
2248,4096,19,34,True,True
2249,4096,6,41,True,True
2250,4096,23,34,True,True
2251,4096,23,18,True,True
2252,4096,87,30,True,True
2253,4096,21,35,True,True
2254,4096,81,34,True,True
2255,4096,18,42,True,True
2256,4096,79,43,True,True
2257,4096,21,33,True,True
2258,4096,23,31,True,True
2259,4096,85,35,True,True
2260,4096,16,42,True,True
2261,4096,6,16,True,True
2262,4096,17,33,True,True
2263,4096,5,16,True,True
2264,4096,22,13,True,True
2265,4096,105,4,True,True
2266,4096,23,5,True,True
2267,4096,87,33,True,True
2268,4096,5,15,True,True
2269,4096,17,25,True,True
2270,4096,6,38,True,True
2271,4096,18,28,True,True
2272,4096,6,42,True,True
2273,4096,18,31,True,True
2274,4096,5,19,True,True
2275,4096,22,43,True,True
2276,4096,96,34,True,True
2277,4096,20,34,True,True
2278,4096,6,39,True,True
2279,4096,18,43,True,True
2280,4096,5,41,True,True
2281,4096,19,42,True,True
2282,4096,5,32,True,True
2283,4096,17,32,True,True
2284,4096,5,34,True,True
2285,4096,18,42,True,True
2286,4096,5,18,True,True
2287,4096,20,25,True,True
2288,4096,5,18,True,True
2289,4096,19,42,True,True
2290,4096,5,42,True,True
2291,4096,18,35,True,True
2292,4096,5,34,True,True
2293,4096,23,45,True,True
2294,4096,84,46,True,True
2295,4096,19,27,True,True
2296,4096,84,4,True,True
2297,4096,5,5,True,True
2298,4096,5,5,True,True
2299,4096,5,4,True,True
2300,4096,5,4,True,True
2301,4096,5,16,True,True
2302,4096,5,4,True,True
2303,4096,4,5,True,True
2304,4096,4,4,True,True
2305,4096,25,30,True,True
2306,4096,21,33,True,True
2307,4096,6,43,True,True
2308,4096,23,38,True,True
2309,4096,24,19,True,True
2310,4096,88,29,True,True
2311,4096,20,34,True,True
2312,4096,5,33,True,True
2313,4096,21,29,True,True
2314,4096,25,44,True,True
2315,4096,114,42,True,True
2316,4096,26,35,True,True
2317,4096,112,34,True,True
2318,4096,23,36,True,True
2319,4096,10,35,True,True
2320,4096,23,35,True,True
2321,4096,18,34,True,True
2322,4096,23,45,True,True
2323,4096,17,36,True,True
2324,4096,23,25,True,True
2325,4096,8,43,True,True
2326,4096,18,36,True,True
2327,4096,5,18,True,True
2328,4096,28,20,True,True
2329,4096,85,18,True,True
2330,4096,5,19,True,True
2331,4096,18,25,True,True
2332,4096,5,24,True,True
2333,4096,23,35,True,True
2334,4096,25,34,True,True
2335,4096,85,35,True,True
2336,4096,22,55,True,True
2337,4096,82,33,True,True
2338,4096,21,29,True,True
2339,4096,79,18,True,True
2340,4096,18,17,True,True
2341,4096,23,19,True,True
2342,4096,77,19,True,True
2343,4096,19,46,True,True
2344,4096,74,34,True,True
2345,4096,89,48,True,True
2346,4096,5,19,True,True
2347,4096,16,32,True,True
2348,4096,7,17,True,True
2349,4096,18,17,True,True
2350,4096,6,18,True,True
2351,4096,23,24,True,True
2352,4096,81,25,True,True
2353,4096,21,19,True,True
2354,4096,84,41,True,True
2355,4096,16,34,True,True
2356,4096,5,13,True,True
2357,4096,4,4,True,True
2358,4096,4,5,True,True
2359,4096,4,4,True,True
2360,4096,4,4,True,True
2361,4096,4,34,True,True
2362,4096,4,13,True,True
2363,4096,4,14,True,True
2364,4096,26,31,True,True
2365,4096,24,44,True,True
2366,4096,89,34,True,True
2367,4096,20,33,True,True
2368,4096,24,36,True,True
2369,4096,92,35,True,True
2370,4096,15,43,True,True
2371,4096,6,43,True,True
2372,4096,22,35,True,True
2373,4096,85,48,True,True
2374,4096,19,45,True,True
2375,4096,80,33,True,True
2376,4096,23,35,True,True
2377,4096,6,43,True,True
2378,4096,23,47,True,True
2379,4096,5,43,True,True
2380,4096,22,43,True,True
2381,4096,5,43,True,True
2382,4096,22,34,True,True
2383,4096,5,43,True,True
2384,4096,30,27,True,True
2385,4096,5,44,True,True
2386,4096,25,31,True,True
2387,4096,9,51,True,True
2388,4096,28,21,True,True
2389,4096,8,17,True,True
2390,4096,24,32,True,True
2391,4096,5,33,True,True
2392,4096,30,21,True,True
2393,4096,12,33,True,True
2394,4096,22,25,True,True
2395,4096,7,33,True,True
2396,4096,24,16,True,True
2397,4096,7,18,True,True
2398,4096,45,43,True,True
2399,4096,9,16,True,True
2400,4096,29,35,True,True
2401,4096,11,51,True,True
2402,4096,2265,20,True,True
2403,4096,24,33,True,True
2404,4096,9,39,True,True
2405,4096,28,27,True,True
2406,4096,8,43,True,True
2407,4096,28,45,True,True
2408,4096,8,18,True,True
2409,4096,30,34,True,True
2410,4096,8,43,True,True
2411,4096,30,35,True,True
2412,4096,12,30,True,True
2413,4096,105,44,True,True
2414,4096,26,43,True,True
2415,4096,24,43,True,True
2416,4096,22,34,True,True
2417,4096,26,31,True,True
2418,4096,21,4,True,True
2419,4096,5,5,True,True
2420,4096,24,4,True,True
2421,4096,4,4,True,True
2422,4096,44,33,True,True
2423,4096,12,34,True,True
2424,4096,34,4,True,True
2425,4096,4,4,True,True
2426,4096,23,35,True,True
2427,4096,21,29,True,True
2428,4096,24,28,True,True
2429,4096,23,33,True,True
2430,4096,22,34,True,True
2431,4096,26,33,True,True
2432,4096,34,40,True,True
2433,4096,8,22,True,True
2434,4096,24,44,True,True
2435,4096,12,28,True,True
2436,4096,34,43,True,True
2437,4096,89,21,True,True
2438,4096,29,16,True,True
2439,4096,85,18,True,True
2440,4096,29,19,True,True
2441,4096,31,16,True,True
2442,4096,84,28,True,True
2443,4096,30,17,True,True
2444,4096,11,33,True,True
2445,4096,26,50,True,True
2446,4096,87,29,True,True
2447,4096,25,44,True,True
2448,4096,11,32,True,True
2449,4096,34,25,True,True
2450,4096,88,25,True,True
2451,4096,33,18,True,True
2452,4096,87,33,True,True
2453,4096,31,40,True,True
2454,4096,84,34,True,True
2455,4096,27,33,True,True
2456,4096,11,43,True,True
2457,4096,35,19,True,True
2458,4096,21,48,True,True
2459,4096,5,14,True,True
2460,4096,4,34,True,True
2461,4096,29,15,True,True
2462,4096,11,9,True,True
2463,4096,40,37,True,True
2464,4096,10,43,True,True
2465,4096,20,37,True,True
2466,4096,5,34,True,True
2467,4096,20,34,True,True
2468,4096,5,26,True,True
2469,4096,26,32,True,True
2470,4096,93,22,True,True
2471,4096,25,18,True,True
2472,4096,9,23,True,True
2473,4096,27,46,True,True
2474,4096,10,33,True,True
2475,4096,27,43,True,True
2476,4096,7,17,True,True
2477,4096,15,41,True,True
2478,4096,9,27,True,True
2479,4096,22,33,True,True
2480,4096,7,13,True,True
2481,4096,69,13,True,True
2482,4096,6,4,True,True
2483,4096,5,5,True,True
2484,4096,5,4,True,True
2485,4096,34,34,True,True
2486,4096,54,14,True,True
2487,4096,4,14,True,True
2488,4096,107,46,True,True
2489,4096,21,45,True,True
2490,4096,27,40,True,True
2491,4096,8,31,True,True
2492,4096,21,18,True,True
2493,4096,27,45,True,True
2494,4096,9,27,True,True
2495,4096,24,16,True,True
2496,4096,28,33,True,True
2497,4096,6,14,True,True
2498,4096,24,25,True,True
2499,4096,6,12,True,True
2500,4096,22,29,True,True
2501,4096,6,17,True,True
2502,4096,22,36,True,True
2503,4096,7,36,True,True
2504,4096,24,16,True,True
2505,4096,7,30,True,True
2506,4096,20,36,True,True
2507,4096,7,33,True,True
2508,4096,21,20,True,True
2509,4096,6,33,True,True
2510,4096,25,44,True,True
2511,4096,13,34,True,True
2512,4096,19,26,True,True
2513,4096,18,35,True,True
2514,4096,25,34,True,True
2515,4096,5,40,True,True
2516,4096,26,43,True,True
2517,4096,27,43,True,True
2518,4096,12,36,True,True
2519,4096,26,33,True,True
2520,4096,10,28,True,True
2521,4096,25,34,True,True
2522,4096,8,33,True,True
2523,4096,21,36,True,True
2524,4096,9,26,True,True
2525,4096,21,42,True,True
2526,4096,21,45,True,True
2527,4096,5,35,True,True
2528,4096,22,34,True,True
2529,4096,7,37,True,True
2530,4096,24,38,True,True
2531,4096,9,17,True,True
2532,4096,25,34,True,True
2533,4096,24,26,True,True
2534,4096,9,18,True,True
2535,4096,23,46,True,True
2536,4096,7,17,True,True
2537,4096,21,32,True,True
2538,4096,8,25,True,True
2539,4096,22,33,True,True
2540,4096,7,15,True,True
2541,4096,7,22,True,True
2542,4096,5,13,True,True
2543,4096,5,21,True,True
2544,4096,5,6,True,True
2545,4096,4,21,True,True
2546,4096,5,9,True,True
2547,4096,4,11,True,True
2548,4096,20,33,True,True
2549,4096,23,53,True,True
2550,4096,25,18,True,True
2551,4096,24,33,True,True
2552,4096,8,42,True,True
2553,4096,21,45,True,True
2554,4096,8,20,True,True
2555,4096,87,20,True,True
2556,4096,21,17,True,True
2557,4096,10,19,True,True
2558,4096,88,37,True,True
2559,4096,6,50,True,True
2560,4096,22,43,True,True
2561,4096,5,22,True,True
2562,4096,21,31,True,True
2563,4096,5,44,True,True
2564,4096,27,34,True,True
2565,4096,9,18,True,True
2566,4096,24,45,True,True
2567,4096,16,27,True,True
2568,4096,21,17,True,True
2569,4096,6,35,True,True
2570,4096,26,47,True,True
2571,4096,6,45,True,True
2572,4096,24,44,True,True
2573,4096,7,16,True,True
2574,4096,25,34,True,True
2575,4096,9,35,True,True
2576,4096,30,16,True,True
2577,4096,113,34,True,True
2578,4096,25,38,True,True
2579,4096,101,30,True,True
2580,4096,40,47,True,True
2581,4096,9,34,True,True
2582,4096,30,26,True,True
2583,4096,29,34,True,True
2584,4096,26,44,True,True
2585,4096,10,19,True,True
2586,4096,20,34,True,True
2587,4096,27,34,True,True
2588,4096,26,28,True,True
2589,4096,10,32,True,True
2590,4096,14,33,True,True
2591,4096,10,16,True,True
2592,4096,15,17,True,True
2593,4096,9,16,True,True
2594,4096,26,24,True,True
2595,4096,26,46,True,True
2596,4096,9,52,True,True
2597,4096,18,53,True,True
2598,4096,9,38,True,True
2599,4096,17,19,True,True
2600,4096,9,24,True,True
2601,4096,26,21,True,True
2602,4096,9,7,True,True
2603,4096,6,6,True,True
2604,4096,6,5,True,True
2605,4096,6,40,True,True
2606,4096,6,17,True,True
2607,4096,6,4,True,True
2608,4096,6,4,True,True
2609,4096,6,4,True,True
2610,4096,26,25,True,True
2611,4096,25,49,True,True
2612,4096,25,33,True,True
2613,4096,6,34,True,True
2614,4096,25,44,True,True
2615,4096,22,35,True,True
2616,4096,5,25,True,True
2617,4096,23,17,True,True
2618,4096,22,40,True,True
2619,4096,5,34,True,True
2620,4096,22,19,True,True
2621,4096,5,43,True,True
2622,4096,38,26,True,True
2623,4096,14,8,True,True
2624,4096,23,33,True,True
2625,4096,36,44,True,True
2626,4096,9,48,True,True
2627,4096,21,48,True,True
2628,4096,8,17,True,True
2629,4096,33,18,True,True
2630,4096,22,46,True,True
2631,4096,8,25,True,True
2632,4096,26,19,True,True
2633,4096,21,42,True,True
2634,4096,25,24,True,True
2635,4096,8,23,True,True
2636,4096,21,35,True,True
2637,4096,8,34,True,True
2638,4096,21,54,True,True
2639,4096,8,43,True,True
2640,4096,21,45,True,True
2641,4096,7,36,True,True
2642,4096,25,42,True,True
2643,4096,10,43,True,True
2644,4096,25,33,True,True
2645,4096,9,33,True,True
2646,4096,23,19,True,True
2647,4096,8,32,True,True
2648,4096,20,23,True,True
2649,4096,101,31,True,True
2650,4096,22,40,True,True
2651,4096,23,45,True,True
2652,4096,6,13,True,True
2653,4096,5,43,True,True
2654,4096,28,38,True,True
2655,4096,9,43,True,True
2656,4096,25,46,True,True
2657,4096,9,25,True,True
2658,4096,22,33,True,True
2659,4096,21,18,True,True
2660,4096,20,25,True,True
2661,4096,6,26,True,True
2662,4096,21,26,True,True
2663,4096,77,43,True,True
2664,4096,24,34,True,True
2665,4096,15,15,True,True
2666,4096,5,14,True,True
2667,4096,4,14,True,True
2668,4096,6,13,True,True
2669,4096,33,4,True,True
2670,4096,4,4,True,True
2671,4096,6,45,True,True
2672,4096,21,4,True,True
2673,4096,19,44,True,True
2674,4096,18,43,True,True
2675,4096,19,33,True,True
2676,4096,20,25,True,True
2677,4096,7,29,True,True
2678,4096,28,34,True,True
2679,4096,25,47,True,True
2680,4096,18,35,True,True
2681,4096,24,35,True,True
2682,4096,17,34,True,True
2683,4096,20,45,True,True
2684,4096,5,16,True,True
2685,4096,14,34,True,True
2686,4096,22,13,True,True
2687,4096,26,42,True,True
2688,4096,21,44,True,True
2689,4096,24,37,True,True
2690,4096,20,42,True,True
2691,4096,28,43,True,True
2692,4096,35,42,True,True
2693,4096,10,20,True,True
2694,4096,23,5,True,True
2695,4096,31,20,True,True
2696,4096,32,23,True,True
2697,4096,25,17,True,True
2698,4096,21,17,True,True
2699,4096,26,33,True,True
2700,4096,26,25,True,True
2701,4096,23,16,True,True
2702,4096,25,28,True,True
2703,4096,6,17,True,True
2704,4096,21,29,True,True
2705,4096,20,8,True,True
2706,4096,82,44,True,True
2707,4096,23,30,True,True
2708,4096,21,43,True,True
2709,4096,19,22,True,True
2710,4096,20,43,True,True
2711,4096,16,42,True,True
2712,4096,19,26,True,True
2713,4096,18,23,True,True
2714,4096,17,41,True,True
2715,4096,16,44,True,True
2716,4096,15,45,True,True
2717,4096,20,27,True,True
2718,4096,18,44,True,True
2719,4096,17,36,True,True
2720,4096,16,41,True,True
2721,4096,20,19,True,True
2722,4096,15,29,True,True
2723,4096,20,23,True,True
2724,4096,17,60,True,True
2725,4096,22,44,True,True
2726,4096,22,13,True,True
2727,4096,12,14,True,True
2728,4096,15,4,True,True
2729,4096,22,4,True,True
2730,4096,29,34,True,True
2731,4096,29,14,True,True
2732,4096,29,12,True,True
2733,4096,18,13,True,True
2734,4096,19,47,True,True
2735,4096,21,43,True,True
2736,4096,22,48,True,True
2737,4096,17,25,True,True
2738,4096,21,33,True,True
2739,4096,19,27,True,True
2740,4096,19,34,True,True
2741,4096,21,37,True,True
2742,4096,17,17,True,True
2743,4096,20,53,True,True
2744,4096,17,29,True,True
2745,4096,18,42,True,True
2746,4096,17,17,True,True
2747,4096,19,5,True,True
2748,4096,5,37,True,True
2749,4096,15,38,True,True
2750,4096,21,16,True,True
2751,4096,24,33,True,True
2752,4096,17,20,True,True
2753,4096,19,27,True,True
2754,4096,17,35,True,True
2755,4096,17,17,True,True
2756,4096,19,35,True,True
2757,4096,21,19,True,True
2758,4096,18,36,True,True
2759,4096,15,26,True,True
2760,4096,21,19,True,True
2761,4096,19,44,True,True
2762,4096,17,44,True,True
2763,4096,15,47,True,True
2764,4096,20,42,True,True
2765,4096,20,44,True,True
2766,4096,8,43,True,True
2767,4096,19,64,True,True
2768,4096,7,47,True,True
2769,4096,17,44,True,True
2770,4096,9,44,True,True
2771,4096,23,17,True,True
2772,4096,5,17,True,True
2773,4096,29,26,True,True
2774,4096,8,22,True,True
2775,4096,20,41,True,True
2776,4096,21,25,True,True
2777,4096,23,43,True,True
2778,4096,8,31,True,True
2779,4096,19,43,True,True
2780,4096,7,44,True,True
2781,4096,23,43,True,True
2782,4096,10,44,True,True
2783,4096,21,46,True,True
2784,4096,131,44,True,True
2785,4096,25,44,True,True
2786,4096,10,51,True,True
2787,4096,30,24,True,True
2788,4096,11,22,True,True
2789,4096,31,20,True,True
2790,4096,8,6,True,True
2791,4096,20,7,True,True
2792,4096,6,18,True,True
2793,4096,7,21,True,True
2794,4096,41,9,True,True
2795,4096,17,10,True,True
2796,4096,68,9,True,True
2797,4096,30,9,True,True
2798,4096,23,35,True,True
2799,4096,23,28,True,True
2800,4096,23,31,True,True
2801,4096,26,43,True,True
2802,4096,25,34,True,True
2803,4096,23,25,True,True
2804,4096,24,34,True,True
2805,4096,9,25,True,True
2806,4096,26,44,True,True
2807,4096,22,28,True,True
2808,4096,22,36,True,True
2809,4096,26,26,True,True
2810,4096,22,43,True,True
2811,4096,23,43,True,True
2812,4096,26,32,True,True
2813,4096,23,35,True,True
2814,4096,22,36,True,True
2815,4096,23,5,True,True
2816,4096,5,33,True,True
2817,4096,25,44,True,True
2818,4096,23,49,True,True
2819,4096,30,46,True,True
2820,4096,126,44,True,True
2821,4096,25,37,True,True
2822,4096,13,42,True,True
2823,4096,21,44,True,True
2824,4096,6,47,True,True
2825,4096,25,43,True,True
2826,4096,7,25,True,True
2827,4096,24,17,True,True
2828,4096,7,34,True,True
2829,4096,22,47,True,True
2830,4096,7,43,True,True
2831,4096,24,34,True,True
2832,4096,7,34,True,True
2833,4096,26,28,True,True
2834,4096,6,20,True,True
2835,4096,24,21,True,True
2836,4096,8,18,True,True
2837,4096,22,33,True,True
2838,4096,23,33,True,True
2839,4096,7,29,True,True
2840,4096,34,32,True,True
2841,4096,7,41,True,True
2842,4096,20,41,True,True
2843,4096,5,53,True,True
2844,4096,24,51,True,True
2845,4096,6,24,True,True
2846,4096,22,15,True,True
2847,4096,5,12,True,True
2848,4096,22,43,True,True
2849,4096,5,46,True,True
2850,4096,22,39,True,True
2851,4096,11,17,True,True
2852,4096,5,4,True,True
2853,4096,20,6,True,True
2854,4096,6,5,True,True
2855,4096,5,8,True,True
2856,4096,51,37,True,True
2857,4096,13,21,True,True
2858,4096,22,13,True,True
2859,4096,25,36,True,True
2860,4096,22,41,True,True
2861,4096,206,34,True,True
2862,4096,23,34,True,True
2863,4096,26,44,True,True
2864,4096,9,46,True,True
2865,4096,23,44,True,True
2866,4096,72,36,True,True
2867,4096,20,43,True,True
2868,4096,19,42,True,True
2869,4096,19,47,True,True
2870,4096,7,43,True,True
2871,4096,21,34,True,True
2872,4096,20,43,True,True
2873,4096,5,27,True,True
2874,4096,26,48,True,True
2875,4096,100,35,True,True
2876,4096,21,44,True,True
2877,4096,51,44,True,True
2878,4096,24,53,True,True
2879,4096,96,46,True,True
2880,4096,22,42,True,True
2881,4096,93,44,True,True
2882,4096,19,42,True,True
2883,4096,6,28,True,True
2884,4096,19,47,True,True
2885,4096,6,73,True,True
2886,4096,19,45,True,True
2887,4096,5,28,True,True
2888,4096,19,17,True,True
2889,4096,5,44,True,True
2890,4096,19,38,True,True
2891,4096,20,17,True,True
2892,4096,5,17,True,True
2893,4096,19,17,True,True
2894,4096,5,36,True,True
2895,4096,20,32,True,True
2896,4096,7,43,True,True
2897,4096,21,33,True,True
2898,4096,5,45,True,True
2899,4096,20,49,True,True
2900,4096,6,35,True,True
2901,4096,20,20,True,True
2902,4096,5,17,True,True
2903,4096,17,17,True,True
2904,4096,6,9,True,True
2905,4096,19,43,True,True
2906,4096,5,44,True,True
2907,4096,20,50,True,True
2908,4096,5,19,True,True
2909,4096,17,33,True,True
2910,4096,5,38,True,True
2911,4096,20,45,True,True
2912,4096,5,34,True,True
2913,4096,4,42,True,True
2914,4096,4,9,True,True
2915,4096,4,12,True,True
2916,4096,4,4,True,True
2917,4096,4,4,True,True
2918,4096,4,27,True,True
2919,4096,4,5,True,True
2920,4096,24,48,True,True
2921,4096,27,32,True,True
2922,4096,12,18,True,True
2923,4096,26,26,True,True
2924,4096,6,21,True,True
2925,4096,25,34,True,True
2926,4096,21,35,True,True
2927,4096,6,28,True,True
2928,4096,22,30,True,True
2929,4096,8,44,True,True
2930,4096,21,47,True,True
2931,4096,9,45,True,True
2932,4096,21,37,True,True
2933,4096,24,33,True,True
2934,4096,6,5,True,True
2935,4096,4,34,True,True
2936,4096,23,44,True,True
2937,4096,8,34,True,True
2938,4096,22,18,True,True
2939,4096,7,43,True,True
2940,4096,30,52,True,True
2941,4096,9,30,True,True
2942,4096,25,43,True,True
2943,4096,8,43,True,True
2944,4096,32,40,True,True
2945,4096,9,35,True,True
2946,4096,21,30,True,True
2947,4096,23,26,True,True
2948,4096,21,24,True,True
2949,4096,10,20,True,True
2950,4096,21,48,True,True
2951,4096,9,16,True,True
2952,4096,22,34,True,True
2953,4096,5,36,True,True
2954,4096,19,41,True,True
2955,4096,5,28,True,True
2956,4096,22,56,True,True
2957,4096,7,17,True,True
2958,4096,25,27,True,True
2959,4096,12,44,True,True
2960,4096,30,16,True,True
2961,4096,11,22,True,True
2962,4096,27,19,True,True
2963,4096,10,32,True,True
2964,4096,22,22,True,True
2965,4096,97,43,True,True
2966,4096,19,27,True,True
2967,4096,8,17,True,True
2968,4096,22,44,True,True
2969,4096,29,40,True,True
2970,4096,115,34,True,True
2971,4096,26,37,True,True
2972,4096,20,27,True,True
2973,4096,11,44,True,True
2974,4096,20,43,True,True
2975,4096,10,14,True,True
2976,4096,23,14,True,True
2977,4096,21,4,True,True
2978,4096,11,4,True,True
2979,4096,225,5,True,True
2980,4096,149,4,True,True
2981,4096,41,45,True,True
2982,4096,6,13,True,True
2983,4096,34,27,True,True
2984,4096,29,27,True,True
2985,4096,8,16,True,True
2986,4096,25,46,True,True
2987,4096,32,43,True,True
2988,4096,12,42,True,True
2989,4096,37,37,True,True
2990,4096,17,33,True,True
2991,4096,26,18,True,True
2992,4096,30,19,True,True
2993,4096,33,39,True,True
2994,4096,24,25,True,True
2995,4096,12,25,True,True
2996,4096,24,17,True,True
2997,4096,9,19,True,True
2998,4096,25,42,True,True
2999,4096,9,40,True,True
3000,4096,34,21,True,True
3001,4096,20,26,True,True
3002,4096,23,16,True,True
3003,4096,10,18,True,True
3004,4096,26,42,True,True
3005,4096,8,33,True,True
3006,4096,22,46,True,True
3007,4096,7,18,True,True
3008,4096,24,18,True,True
3009,4096,9,34,True,True
3010,4096,24,43,True,True
3011,4096,13,33,True,True
3012,4096,21,28,True,True
3013,4096,11,45,True,True
3014,4096,22,27,True,True
3015,4096,33,33,True,True
3016,4096,27,17,True,True
3017,4096,27,24,True,True
3018,4096,50,23,True,True
3019,4096,23,35,True,True
3020,4096,8,24,True,True
3021,4096,23,48,True,True
3022,4096,27,30,True,True
3023,4096,27,36,True,True
3024,4096,7,44,True,True
3025,4096,15,30,True,True
3026,4096,6,47,True,True
3027,4096,25,35,True,True
3028,4096,5,44,True,True
3029,4096,24,33,True,True
3030,4096,26,29,True,True
3031,4096,6,5,True,True
3032,4096,4,47,True,True
3033,4096,24,28,True,True
3034,4096,5,46,True,True
3035,4096,22,20,True,True
3036,4096,5,6,True,True
3037,4096,4,6,True,True
3038,4096,4,4,True,True
3039,4096,4,4,True,True
3040,4096,4,18,True,True
3041,4096,4,18,True,True
3042,4096,4,6,True,True
3043,4096,4,5,True,True
3044,4096,24,25,True,True
3045,4096,25,25,True,True
3046,4096,24,34,True,True
3047,4096,21,40,True,True
3048,4096,5,38,True,True
3049,4096,23,19,True,True
3050,4096,6,27,True,True
3051,4096,26,29,True,True
3052,4096,25,45,True,True
